	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	Tom3D1	Tom3D2	Tom3D3	Tom2D1	Tom2D2	Tom2D3
ENSMUSG00000000876	618.123411932332	1.7846811433458998	0.129461440234298	2.0554959488430103e-45	2.8940411859261195e-43	PXMP4	20.1935699007	19.2905000749	19.5730007481	6.10611145293	5.61771577196	5.07180405478
ENSMUSG00000011179	5858.6532548218	-1.96022712790452	0.141887192990171	2.71242833887279e-45	3.7891352443268994e-43	ODC1	49.394600316	46.4630072532	46.2373652788	168.653617401	188.393912358	198.059078648
ENSMUSG00000031756	171.532140384893	-3.0217752072698	0.21762074928369396	1.36792181502337e-44	1.89610930034363e-42	CENPN	1.31774810421	1.29941754016	0.898337345024	10.0554990584	10.148285464199999	9.22781682415
ENSMUSG00000068874	779.208932311035	3.8936279499245696	0.28304795499962504	1.835597580365869e-44	2.52479387188631e-42	SELENBP1	33.962132875100004	35.8574001908	48.5164356507	2.9758951243	1.8893951508	2.5598292321
ENSMUSG00000034773	149.396099239788	-3.28985711230313	0.238223315733882	2.89276291897496e-44	3.94851097360238e-42	HROB	0.432114001435	0.588781955383	0.418232920173	4.5595093783	4.94093959405	5.02853235293
ENSMUSG00000022033	422.232693558306	-3.844162437694661	0.281433807481041	7.88189456953864e-44	1.06769815756e-41	PBK	1.70787615771	1.1803686860200002	1.88101471641	27.839162532800003	22.9492855475	21.0392853801
ENSMUSG00000001517	802.168971186931	-3.31895514402067	0.242119462643996	1.13589176576343e-43	1.5271338844824e-41	FOXM1	1.76154725471	1.7003432574	1.77850720836	16.6029493802	18.6356038873	18.5338736878
ENSMUSG00000026174	1180.61566625996	-0.978755536920359	0.07190363011946001	4.20594148861027e-43	5.61242087745076e-41	CNOT9	12.5998486045	12.424933537100001	12.924101113699999	25.2488645152	24.0798150801	25.4792304963
ENSMUSG00000007034	732.4286111168201	4.9190276901707195	0.37057442076154096	4.4486886575382504e-43	5.892370510032697e-41	SLC44A5	26.2272100015	28.4362194123	24.0496729354	0.6880597317589999	0.843733988372	0.823777943741
ENSMUSG00000030528	253.58059027652504	-2.42705535511915	0.17865309888202202	5.46193581881417e-43	7.18124076295707e-41	BLM	1.08180851088	0.932699364921	0.954432605785	5.59766630673	5.418477960190001	5.15088014702
ENSMUSG00000024691	1205.10090105894	-2.15170703311085	0.15954815622391194	6.706226200493789e-43	8.752848955549592e-41	FAM111B	6.96530693047	6.06382492561	5.69899550723	28.997433269200002	28.8881370538	26.209471051199998
ENSMUSG00000027199	1171.4104445159699	-1.97840072085501	0.147564131970838	7.89131859408145e-43	1.02249759261428e-40	GATM	9.64610702084	8.99026375562	10.4647951421	39.833006119000004	37.8901233271	37.614676398600004
ENSMUSG00000007655	2101.94517166897	-3.1830000020959903	0.23442957220507998	8.132790145046697e-43	1.0462044646300696e-40	CAV1	5.75454367024	6.6346249255	6.10523348994	57.087035159399996	57.40654696479999	58.0539801153
ENSMUSG00000062510	212.585605660877	-2.95216135313224	0.217575979782155	1.1309738836066198e-42	1.44449600091214e-40	NSL1	0.923036633001	0.631101079085	0.575737207711	6.240523904380001	6.106578691059999	4.67145761043
ENSMUSG00000024301	225.44296346691002	-2.6425329795497503	0.19562897183208	2.40602206037082e-42	3.05121138024756e-40	KIFC1	0.963977196768	0.813509161925	1.54506576145	8.29997327674	6.79142979071	5.76446139379
ENSMUSG00000018362	2795.93123327104	-1.8890407789302799	0.142393519979452	3.42814411220116e-42	4.31680597677951e-40	KPNA2	35.556716595	33.0863760829	36.3428627177	146.863699954	125.68893087100001	120.01008152799999
ENSMUSG00000032783	305.827061356632	-3.95157151301573	0.29579189189405103	3.51060190739458e-42	4.38972536406451e-40	TROAP	0.715863772695	0.8259507497040001	0.805458598451	16.2400970227	11.630754358599999	10.6942703098
ENSMUSG00000000532	1788.9838362850699	1.3882502378918702	0.104980211100886	8.158755830534799e-42	1.01310217365134e-39	TGFBR1	30.9645552811	31.3807702766	33.2445510525	13.0383892968	11.155052335499999	11.5137381515
ENSMUSG00000029777	2824.30250237685	-1.32817621835079	0.100792477273104	2.09375779947488e-41	2.58196435947657e-39	GARS1	34.60549875	32.592836116	33.571783993000004	78.4252199847	86.82956530770002	88.9411866052
ENSMUSG00000004085	456.69289691917504	-2.9210804980623504	0.220254061346915	7.077905748127991e-41	8.66849538919702e-39	MAP3K20	0.79813492442	0.6254423995699999	0.8828524721950001	6.977920916889999	5.332515107240001	5.52880480934
ENSMUSG00000002565	422.456637197348	4.3146592206215795	0.33175688293732103	1.2919813649304798e-40	1.57155910111033e-38	VIL1	12.294034095	13.7537169133	14.043235078099999	0.535304669498	0.675009285928	0.637454557582
ENSMUSG00000030867	840.529041605518	-2.2737853733289	0.173376103446294	1.69503953693579e-40	2.0479055378343797e-38	PLK1	7.1269551496300005	6.52379510773	7.93048782843	37.0830035148	35.307803866	32.7939040351
ENSMUSG00000052914	645.8785613965171	1.98386117785512	0.152599436056301	1.7825653826831498e-40	2.1391980944803597e-38	CYP2J2	16.4516118741	15.8132697813	15.4852739947	4.239721874730002	3.95357900695	3.62288548977
ENSMUSG00000030677	766.004666985774	-2.85006193725317	0.21625147624886693	2.16337154759129e-40	2.5788831094986497e-38	KIF22	4.24720970036	4.01416296775	5.21806893877	38.4770088534	29.986706751	30.6025168768
ENSMUSG00000000751	1879.3198349899897	-1.49678849003292	0.115894782242801	2.9290411224404397e-40	3.468489027176e-38	RPA1	12.3899987202	11.7230483808	10.740648931700001	30.778454511	33.9464057845	34.4935088287
ENSMUSG00000027067	4511.14281908993	-1.14337366050677	0.0880185374208408	7.16491431526876e-40	8.428673215218456e-38	SSRP1	57.8774161387	56.704239396400006	53.176109350299996	119.343669029	127.211340649	125.656238213
ENSMUSG00000026955	266.845938876389	-3.7819263035483903	0.291650058654214	9.560722935224507e-40	1.11735481571732e-37	SAPCD2	0.7302567402500001	0.376609648384	0.640830390118	8.34466589513	8.89047896053	8.04967183869
ENSMUSG00000044934	497.31371531305496	-1.79445504479123	0.140066705865548	9.64039425884496e-40	1.1193499333922499e-37	ZNF367	3.21570551862	2.65015943499	3.68486556381	12.0778031761	10.2572520757	10.9951794834
ENSMUSG00000042613	1693.9586491244104	2.14694961170972	0.166156578163082	1.16215302472194e-39	1.34067472484213e-37	PBXIP1	30.9379732548	34.0435966407	25.780847380300003	6.602104203180001	6.9735512247	6.50032152252
ENSMUSG00000034520	243.286828756555	-2.14484525986056	0.16762305824232998	5.808633898875221e-39	6.657960432422289e-37	GJC1	1.29104028329	0.814009709607	1.22371423258	5.40727946939	4.4277335965	5.00902632704
ENSMUSG00000052125	167.256166184382	-3.9480970169418996	0.31027919135562604	1.4564827819508996e-38	1.65881328815694e-36	ZNF845	0.290549479603	0.225839673591	0.159849076691	4.30283812439	3.64715445285	3.3145423610400004
ENSMUSG00000029366	483.994056350001	-1.76800381198897	0.141052978924488	3.1075026846030396e-38	3.51678832299917e-36	DCK	3.43901840185	3.5236271879500003	4.26181112072	14.1445109151	12.8077419823	11.587682385
ENSMUSG00000028702	177.26304495874697	-3.10649194009466	0.243323449476353	4.02929272607356e-38	4.53130712169316e-36	RAD54L	0.443205967344	0.4792202543399999	0.5147622859100001	4.34918941497	3.99155909483	4.37605815507
ENSMUSG00000002835	855.9210574579511	-2.2347189819842996	0.17628942243379805	4.11512353329987e-38	4.5989077436834295e-36	CHAF1A	5.69553163046	5.91123349475	4.516751177890001	23.758846515100004	26.5082196773	26.5615189755
ENSMUSG00000046179	462.86312160229204	-2.935309821178	0.229954214062482	4.6848697158290606e-38	5.2031152415366086e-36	E2F8	0.905642342617	1.12904977197	1.24310698926	9.41121977192	8.09263621993	8.12320443075
ENSMUSG00000024791	362.634352835495	-2.25435576546501	0.177959883939271	5.01721109430956e-38	5.537824171441308e-36	CDCA5	2.80262081761	3.4579866904300003	3.66199702965	16.405548267	15.2323149077	16.0570104605
ENSMUSG00000027959	204.64363966418597	-1.99640392450037	0.15893278468472502	5.333683428639518e-38	5.8510179992333295e-36	SASS6	1.0270391711799998	1.23458311543	1.01254081496	4.88082464235	3.92079565512	4.41986347979
ENSMUSG00000063767	268.223401224419	-4.90586907704842	0.3981799344245129	1.0105758555541599e-37	1.1018357849490196e-35	S100A7L2	1.16195027343	0.8652180438770001	1.11139331054	36.3487041167	35.8086277315	31.854740571
ENSMUSG00000024036	481.683441287238	2.33026176553002	0.184647911776202	1.25714170723216e-37	1.3623606586071695e-35	SLC37A3	9.81538021671	9.54171178039	12.013940146800001	2.41128277432	1.65758653286	1.97934616193
ENSMUSG00000028896	746.005982072617	-1.86809167158079	0.15028881178065806	1.5577330394970995e-37	1.67794123368962e-35	RCC1	6.902499453169999	8.314983466810004	7.03061046509	28.765453301799997	27.617376646900002	25.855140412199997
ENSMUSG00000033684	2826.58495089312	1.25811362759095	0.100560480910794	1.71912779493185e-37	1.8407020419866104e-35	QSOX1	63.759653523900006	65.0550204708	63.7836523846	26.0096724048	26.668290075	26.021251925
ENSMUSG00000072235	6928.987547122541	-2.898186718534109	0.229619079144737	2.93700403549125e-37	3.1259862594416097e-35	TUBAL3	40.4994387652	36.656194327	38.180539148600005	298.712897961	295.698944903	285.976014538
ENSMUSG00000003545	561.119883850426	4.47918863603193	0.3626986087262991	3.1663860019113794e-37	3.3501862781169997e-35	FOSB	27.4908101481	34.9107176826	43.1107547724	1.54819580011	1.32046104714	1.38812176144
ENSMUSG00000022858	2397.46987921126	-1.09728435095489	0.0876366452449177	3.8259558419435484e-37	4.024230377046629e-35	TRA2B	24.2297693808	22.1056472544	25.877230958800002	50.8186551272	50.363096409799994	53.578121127299994
ENSMUSG00000074476	296.47124021186	-3.71417506675516	0.29766555138156897	5.84411687005088e-37	6.11103238323859e-35	SPC24	1.5393193763100002	1.42578184695	1.43899717371	19.1738804747	21.3180216764	20.489004764
ENSMUSG00000021177	391.537138297542	-1.5895593818904599	0.12937970547595098	6.692773325155079e-37	6.95776045506383e-35	TDP1	2.76024912862	2.39711455388	2.89276179547	9.74450497943	7.725327282929999	7.050248141339999
ENSMUSG00000027635	234.002248424534	-1.8498573006819297	0.150738419038914	1.03944539794659e-36	1.0743539399238698e-34	DSN1	2.28643249934	1.82414616041	1.89684336832	8.149993285639999	7.45848770501	6.38674682011
ENSMUSG00000035429	271.542151754747	5.994470208424151	0.500558721412327	1.0689260893284499e-36	1.09847513811965e-34	PTPRH	5.51829465676	5.39588282812	6.043408475580001	0.0709004968555	0.0628623386615	0.0971426255067
ENSMUSG00000015749	4783.77148274728	-1.7446842334663102	0.14255179897537	1.1867365047978899e-36	1.2093739280006499e-34	ANP32E	38.3026475594	38.8709909123	33.526708239099996	113.226675035	131.169700199	130.356660396
ENSMUSG00000032586	332.993138774121	-3.213806432646669	0.25729726900257005	1.1903686109731799e-36	1.2093739280006499e-34	TRAIP	1.33331950174	1.10935261243	1.26504215532	14.5178428392	10.6067435227	10.6505104727
ENSMUSG00000005470	347.78930156304705	-3.13762875197478	0.251316493727889	1.3989741320346695e-36	1.41328002570124e-34	ASF1B	1.89785975868	1.61357358351	2.7964648316000003	23.6321110786	17.8364502791	15.6525673426
ENSMUSG00000028150	149.48689347731002	6.1503014959282325	0.5146180691604211	1.6177227364626494e-36	1.6250842837465597e-34	RORC	10.297515328300001	10.1000520689	10.7118615837	0.192432482785	0.116993796953	0.0669604517382
ENSMUSG00000038065	432.591609604632	2.39730640025139	0.19293531544545106	1.82951756220151e-36	1.8275756161857702e-34	MTURN	8.891701668080001	9.74243185753	7.60957565765	1.54522438697	1.6106888794999998	1.70190411599
ENSMUSG00000027498	834.9856891501599	-0.729491620612427	0.0582525193834878	1.920375440413469e-36	1.907679625001849e-34	CSTF1	10.5521452388	9.58314853539	10.7898821561	18.1595977744	16.695770826900002	16.2823913882
ENSMUSG00000030200	130.863285418951	4.13243694919231	0.33622466939806794	2.0226065795744597e-36	1.99813415742381e-34	BCL2L14	6.54825455028	7.5031531324	9.31015754745	0.55593512637	0.360526582497	0.290171908558
ENSMUSG00000014859	1290.81128791916	-1.25572640742802	0.102006528005585	2.14038547958733e-36	2.10286993189566e-34	E2F5	20.009776018900002	18.9891905925	23.063204535	48.9520414641	51.91141631560001	48.0300059546
ENSMUSG00000018379	5016.74508492485	-1.18702348457416	0.0966679900160413	4.678765429908528e-36	4.57163959848057e-34	SRSF1	27.8834413246	28.955517436100006	32.4949741101	67.7268004728	68.4409784746	68.0392118394
ENSMUSG00000026873	172.775180162102	-3.58498407706085	0.291637304033972	7.67256336225549e-36	7.4561470369831694e-34	PHF19	0.243692198484	0.428445984037	0.377382262854	4.41891468774	4.57992717889	4.19869417988
ENSMUSG00000028068	1271.53457155702	-3.4792846315073502	0.283416671473972	1.14590983120778e-35	1.10756830766629e-33	IQGAP3	2.43599890833	2.22142751117	1.75146824834	23.952526205100003	25.7158796652	25.4257187611
ENSMUSG00000020432	1156.8365487631402	2.43479343012929	0.198188497654418	1.1639423822843999e-35	1.11894912567889e-33	TCN2	44.9254843261	40.9863434118	47.100196813400004	9.80766887805	7.15607248222	6.97842205663
ENSMUSG00000025364	3837.83962690198	-1.4944320161803002	0.12394904929737599	1.4432473526034998e-35	1.3800377492996395e-33	PA2G4	41.1093307675	42.2672533466	51.1811504237	132.943897823	125.21030210100001	124.140712759
ENSMUSG00000024795	1107.47028402114	-2.6503811587009904	0.215921968602648	2.03516053046167e-35	1.9356758215523998e-33	KIF20B	3.9694858523	3.23655782646	3.2780123438700004	23.5552658253	22.658646915	21.0049027057
ENSMUSG00000022893	349.45383617441803	4.9074316767417	0.4137809482758579	2.76303926303355e-35	2.614069050915489e-33	ADAMTS9	5.61020122804	5.84155044796	4.78159514911	0.0875368542258	0.248360296235	0.151031190898
ENSMUSG00000028212	198.713885434022	-2.16926804884298	0.17984309685623198	6.142782304414389e-35	5.781004757117559e-33	CCNE2	1.465841812	1.22637318046	1.7416423685299998	6.577931575780001	6.47318972364	7.015209961739999
ENSMUSG00000005233	385.518805376781	-2.52260121011181	0.207760087328353	8.390718212663959e-35	7.85520588275625e-33	SPC25	3.19763975728	2.68708300465	2.80116477249	19.1385819522	15.9276819942	15.8564069407
ENSMUSG00000039497	751.066260784807	-1.47888955036447	0.12473977645987801	1.7259260819930996e-34	1.6073585558395099e-32	DSEL	4.58032487044	4.0601647162	4.51210348296	12.238518470899999	12.1088579847	12.706887088699999
ENSMUSG00000023186	664.511285562577	2.05836853429209	0.17263094154222902	1.859113337890869e-34	1.72242516035371e-32	VWA5A	7.79752504875	7.2872818034	7.16025423924	1.64553282093	2.04256478414	1.53437209304
ENSMUSG00000040084	1834.68036207371	-3.09855992350671	0.256883495097407	2.66935245219179e-34	2.46034490709492e-32	BUB1B-PAK6	7.967155896069999	6.467198230369999	5.30831415856	54.1600158559	60.021262583500004	61.03989183970001
ENSMUSG00000032939	1040.02421178503	-1.5397389731975002	0.130496508382694	2.7726449768018597e-34	2.5424443502663595e-32	NUP93	10.1045667613	9.90852444769	11.8186130127	33.8254765043	30.463261540900003	29.277452057399998
ENSMUSG00000028484	1539.28421707099	-1.0859409332040502	0.0906061166811871	3.00533295448075e-34	2.74175298770767e-32	PSIP1	16.7785939052	16.3519157608	17.0809875269	34.893250984	35.103753060900004	37.0239599947
ENSMUSG00000045751	297.013470426208	-1.97289327560754	0.167096099131557	4.88498457867636e-34	4.4339294036199e-32	MMS22L	1.63998827113	1.46751838941	1.43185934887	6.30124603362	5.85773676358	5.9203925269700015
ENSMUSG00000017390	1563.33204088249	3.94260552701422	0.333041939653555	8.34533984322532e-34	7.53651624932888e-32	ALDOC	75.1893355684	80.6394241747	91.34049351110001	6.4068116779	4.1361884510800015	4.2518204430300015
ENSMUSG00000032531	1400.43519797629	-1.6466034483529	0.14100271505159	9.76074212990929e-34	8.77044371984462e-32	AMOTL2	8.523217670900001	8.56862934011	9.925880231779999	27.9982090245	29.1237650879	28.2669606828
ENSMUSG00000026196	339.394641666763	-2.51719604649712	0.21167215598605105	1.68163146004441e-33	1.5034626068527e-31	BARD1	0.948687111385	0.783611729878	0.7588241025319999	4.94843872425	4.87640234582	4.73084643438
ENSMUSG00000053398	9483.886440067428	-2.28794578503522	0.19474992264402105	4.4552846814373e-33	3.9634301188448e-31	PHGDH	110.57873576799999	102.59266965200001	88.59404970620001	462.856365231	515.959331477	515.8480392
ENSMUSG00000058624	1079.57728961178	5.87210718789073	0.5216958623499529	4.93907862609596e-33	4.372062619466429e-31	GDA	4.73069500599	4.8230167580400005	3.85805229166	0.0328182568809	0.148979573423	0.0239814145503
ENSMUSG00000032423	3890.9956926347295	-1.15058269934942	0.0984958334734181	7.81454614714295e-33	6.88334481069277e-31	SYNCRIP	20.869426361800002	19.446869934000002	20.0195744834	43.813341856	46.788326411599996	44.236226718500006
ENSMUSG00000028633	1184.17159292215	-1.47836967163675	0.128269177868341	8.496482709075999e-33	7.44733369220529e-31	CTPS2	15.184846770999998	12.9370888381	13.113179118	40.8432075698	38.3030338565	37.4713163359
ENSMUSG00000060519	548.258881617094	1.52938113761481	0.13296328631030901	9.35468105686976e-33	8.1595635111165e-31	TOR3A	10.6009428895	11.1225060893	11.466206491900001	4.10042873493	3.8066382273	3.28028769835
ENSMUSG00000005823	1260.6656338801802	0.9731592956069592	0.0828743069385348	9.768002872669996e-33	8.47872132845691e-31	GPR108	40.0343824995	40.9566138522	38.776410294499996	19.318777864	21.036769110999998	19.6344025511
ENSMUSG00000035273	343.858735503126	2.63702664773742	0.22602885044544704	2.95325813962106e-32	2.5510728886262798e-30	HPSE	7.880645020960001	7.730405392510001	9.530430674460002	1.57734839732	1.16746071878	1.14148558343
ENSMUSG00000058799	7817.0676974014405	-1.43707872884986	0.125779039880581	3.21395204693064e-32	2.76291714188301e-30	NAP1L1	55.4205468162	58.09495095770001	50.778424781800005	145.967481455	155.769224512	149.202758993
ENSMUSG00000063268	636.3292844137729	1.68898618760535	0.14869147650299802	3.9641099430284796e-32	3.391495210109668e-30	PARP10	9.23158548612	10.8987126139	9.66882821383	3.5658871110800003	2.96691049509	2.47071685028
ENSMUSG00000040136	761.9070192830611	5.28732515610978	0.474969767127086	4.240866477072928e-32	3.5945353264054704e-30	ABCC9	20.1587137199	21.340676435	20.9663110445	0.453257770437	0.4796934679600001	0.446871770808
